YEARCOM,NUTS3,CITY,TIME,NRVIC_cat,NRPERP,CRIMESCENE,MODUS,TYPEHOM,RELAT,PROCESS,TYPE,PRINCIPAL,GENDER_vic,GENDER_perp,AGE_vic,AGE_perp,BIRTHCOUNTRY_vic,BIRTHCOUNTRY_perp,SUICIDE
2015,Utrecht,Urban,Morning (6-12),Single,Single,Private home,Firearm,Nightlife violence,Missing,Solved,Victim,"Yes, principal victim",Female,Male,Missing,18to24,Netherlands,Other non-European,Yes
2016,Groot-Amsterdam,Urban,Night (12-6),Single,Multiple,Private home,Firearm,Other in non-criminal milieu,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Female,Male,40to64,Missing,Other non-European,Netherlands,No
2018,Groot-Amsterdam,Urban,Night (12-6),Single,Single,Private home,Blunt object,Other in non-criminal milieu,Partner,Solved,Victim,"Yes, principal victim",Female,Male,25to39,25to39,Other non-European,Missing,No
2019,Zuidwest-Overijssel,Rural,Evening (6-12),Single,Single,Private home,Knife or other sharp object/weapon,Partner killing,Missing,Solved,Victim,"Yes, principal victim",Male,Missing,40to64,25to39,Netherlands,Missing,No
2015,Groot-Rijnmond,Urban,Evening (6-12),Single,Single,Private home,Hanging/Strangulation/Suffocation,Criminal milieu,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Female,Male,25to39,18to24,Missing,Missing,No
2015,Arnhem/Nijmegen,Urban,Night (12-6),Single,Missing,"Street, road, public transportation or other public place",Firearm,Robbery killing,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Female,Male,>=65,7to17,Missing,Missing,Yes
2013,Overig Groningen,Urban,Night (12-6),Single,Single,Private home,Knife or other sharp object/weapon,Missing,Missing,Solved,Victim,"Yes, principal victim",Male,Male,40to64,Missing,Missing,Missing,Missing
2014,Groot-Amsterdam,Urban,Afternoon (12-6,Multiple,Single,"Street, road, public transportation or other public place",Firearm,Criminal milieu,Partner,Solved,Victim,"Yes, principal victim",Male,Male,7to17,18to24,Other Europe,Missing,No
2019,Groot-Amsterdam,Urban,Afternoon (12-6,Single,Single,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Child killing (family and non-family),The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Male,Male,Missing,40to64,Netherlands,Missing,No
2020,Utrecht,Urban,Night (12-6),Single,Single,"Street, road, public transportation or other public place",Motor vehicle,Criminal milieu,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Male,Male,>=65,25to39,Missing,Missing,Missing
2014,Groot-Rijnmond,Urban,Evening (6-12),Single,Missing,Private home,Firearm,Killing by mentally disturbed person (non-family),Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Male,Missing,25to39,25to39,Missing,Netherlands,No
2013,Zuidoost-Noord-Brabant,Rural,Night (12-6),Single,Single,Private home,Missing,Other familial killing,Missing,Solved,Victim,"Yes, principal victim",Male,Male,25to39,18to24,Netherlands,Missing,No
2017,Groot-Amsterdam,Urban,Evening (6-12),Single,Single,Private home,Knife or other sharp object/weapon,Partner killing,"Ex-Partner(Wife, Husband, Girlfriend, Boyfriend)",Solved,Victim,"Yes, principal victim",Male,Male,25to39,40to64,Other Europe,Other Europe,No
2016,Noordoost-Noord-Brabant,Urban,Missing,Multiple,Single,"Street, road, public transportation or other public place",Firearm,Other in non-criminal milieu,(Step)Child,Solved,Victim,"Yes, principal victim",Male,Male,25to39,40to64,Missing,Missing,No
2012,Groot-Amsterdam,Urban,Missing,Single,Missing,Private home,Knife or other sharp object/weapon,Other in non-criminal milieu,(Step)Parent,Solved,Victim,"Yes, principal victim",Female,Male,>=65,Missing,Other non-European,Missing,Missing
2017,Groot-Amsterdam,Urban,Evening (6-12),Multiple,Single,Private home,Firearm,Other familial killing,Perpetrator and victim do not know each other,Solved,Victim,No,Female,Male,25to39,18to24,Missing,Other Europe,No
2011,Zuidoost-Noord-Brabant,Missing,Evening (6-12),Single,Single,Private home,Firearm,Other,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Female,Female,40to64,25to39,Other non-European,Missing,No
2020,Noord-Friesland,Urban,Morning (6-12),Single,Single,Private home,Knife or other sharp object/weapon,Criminal milieu,(Step)Child,Solved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Missing,Other Europe,No
2020,Flevoland,Urban,Night (12-6),Single,Single,Private home,Knife or other sharp object/weapon,Other in non-criminal milieu,Other relative,Solved,Victim,"Yes, principal victim",Male,Male,25to39,25to39,Netherlands,Netherlands,No
2012,Groot-Amsterdam,Urban,Evening (6-12),Single,Multiple,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Other,Missing,Solved,Victim,"Yes, principal victim",Male,Male,25to39,40to64,Other Europe,Missing,No
2017,Oost-Zuid-Holland,Rural,Missing,Single,Single,Private home,Smoke or fire,Criminal milieu,Other relative,Solved,Victim,"Yes, principal victim",Female,Male,7to17,40to64,Netherlands,Missing,No
2020,Noordoost-Noord-Brabant,Urban,Missing,Single,Single,Private home,Hanging/Strangulation/Suffocation,Other in non-criminal milieu,Friend or longtime acquaintance,Solved,Victim,"Yes, principal victim",Female,Male,18to24,40to64,Netherlands,Other non-European,No
2014,Zuidoost-Zuid-Holland,Rural,Night (12-6),Single,Single,Private home,Firearm,Missing,Missing,Solved,Victim,"Yes, principal victim",Female,Male,>=65,25to39,Netherlands,Netherlands,Missing
2020,West-Noord-Brabant,Urban,Night (12-6),Single,Single,Private home,Blunt object,Missing,Partner,Solved,Victim,"Yes, principal victim",Male,Male,>=65,40to64,Missing,Missing,Missing
2017,Overig Groningen,Urban,Missing,Single,Single,Other,Firearm,Robbery killing,Partner,Solved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Missing,Missing,Suicide attempt only
2015,Agglomeratie Leiden en Bollenstreek,Urban,Afternoon (12-6,Single,Multiple,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Partner killing,"Ex-Partner(Wife, Husband, Girlfriend, Boyfriend)",Solved,Victim,"Yes, principal victim",Female,Male,18to24,Missing,Netherlands,Netherlands,No
2015,Groot-Amsterdam,Urban,Night (12-6),Multiple,Multiple,"Shop, restaurant or other place of entertainment and amusement",Firearm,Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,7to17,18to24,Other non-European,Other non-European,No
2017,Noordoost-Noord-Brabant,Urban,Afternoon (12-6,Single,Single,Private home,Hanging/Strangulation/Suffocation,Criminal milieu,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Female,Male,25to39,40to64,Other Europe,Other non-European,No
2020,Twente,Rural,Morning (6-12),Single,Single,Private home,Knife or other sharp object/weapon,Missing,Missing,Solved,Victim,No,Male,Male,18to24,Missing,Netherlands,Missing,No
2014,Groot-Rijnmond,Urban,Missing,Single,Single,Private home,Missing,Other in non-criminal milieu,(Step)Parent,Solved,Victim,"Yes, principal victim",Female,Male,40to64,40to64,Netherlands,Netherlands,No
2016,Groot-Rijnmond,Urban,Missing,Single,Single,Missing,Knife or other sharp object/weapon,Criminal milieu,(Step)Child,Solved,Victim,"Yes, principal victim",Male,Male,25to39,Missing,Other Europe,Other Europe,No
2017,Overig Groningen,Urban,Morning (6-12),Single,Single,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Criminal milieu,(Step)Child,Solved,Victim,"Yes, principal victim",Female,Male,7to17,40to64,Missing,Netherlands,No
2020,Groot-Rijnmond,Urban,Night (12-6),Single,Single,Private home,Firearm,Criminal milieu,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Female,Male,<=6,7to17,Netherlands,Missing,No
2011,Zaanstreek,Urban,Night (12-6),Single,Multiple,Private home,Missing,Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,25to39,18to24,Netherlands,Netherlands,Yes
2012,Utrecht,Urban,Afternoon (12-6,Multiple,Single,"Street, road, public transportation or other public place",Firearm,Other familial killing,Missing,Unsolved,Victim,"Yes, principal victim",Female,Male,25to39,40to64,Other non-European,Netherlands,Missing
2020,Overig Groningen,Rural,Afternoon (12-6,Single,Single,"Shop, restaurant or other place of entertainment and amusement",Firearm,Other in non-criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Female,18to24,>=65,Netherlands,Missing,No
2012,Agglomeratie ’s-Gravenhage,Urban,Afternoon (12-6,Single,Single,Private home,Knife or other sharp object/weapon,Killing by mentally disturbed person (non-family),Missing,Solved,Victim,"Yes, principal victim",Female,Male,25to39,18to24,Netherlands,Missing,No
2014,Noordoost-Noord-Brabant,Urban,Evening (6-12),Single,Single,Private home,Firearm,Partner killing,"Ex-Partner(Wife, Husband, Girlfriend, Boyfriend)",Solved,Victim,"Yes, principal victim",Female,Male,25to39,25to39,Netherlands,Netherlands,No
2012,Kop van Noord-Holland,Urban,Afternoon (12-6,Single,Single,Private home,Knife or other sharp object/weapon,Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Female,Male,40to64,25to39,Netherlands,Netherlands,Yes
2014,Noordoost-Noord-Brabant,Urban,Evening (6-12),Single,Single,"Street, road, public transportation or other public place",Missing,Other familial killing,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Female,Male,18to24,25to39,Netherlands,Netherlands,No
2013,Twente,Rural,Afternoon (12-6,Single,Multiple,Private home,Knife or other sharp object/weapon,Other familial killing,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,No,Male,Male,<=6,40to64,Missing,Other non-European,No
2019,Kop van Noord-Holland,Rural,Missing,Single,Single,Other,Knife or other sharp object/weapon,Missing,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Female,Male,40to64,40to64,Other Europe,Other Europe,No
2020,Agglomeratie Leiden en Bollenstreek,Urban,Morning (6-12),Single,Single,Private home,Missing,Partner killing,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Netherlands,Other non-European,No
2011,Arnhem/Nijmegen,Urban,Missing,Single,Single,Other,Blunt object,Partner killing,Partner,Solved,Victim,"Yes, principal victim",Female,Male,7to17,25to39,Other non-European,Missing,No
2012,Groot-Amsterdam,Urban,Afternoon (12-6,Single,Single,"Street, road, public transportation or other public place",Firearm,Other in non-criminal milieu,Other,Solved,Victim,"Yes, principal victim",Male,Male,25to39,18to24,Other non-European,Other Europe,Missing
2011,Groot-Amsterdam,Urban,Evening (6-12),Single,Single,Private home,Firearm,Missing,Partner,Solved,Victim,"Yes, principal victim",Female,Male,>=65,40to64,Netherlands,Missing,No
2012,Groot-Amsterdam,Urban,Afternoon (12-6,Single,Single,"Street, road, public transportation or other public place",Missing,Partner killing,Partner,Solved,Victim,"Yes, principal victim",Female,Male,<=6,40to64,Other non-European,Netherlands,No
2020,Utrecht,Urban,Missing,Single,Single,Private home,Knife or other sharp object/weapon,Other,Missing,Solved,Victim,"Yes, principal victim",Male,Male,<=6,25to39,Other non-European,Other Europe,Missing
2014,Groot-Amsterdam,Urban,Missing,Single,Single,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,40to64,7to17,Missing,Other non-European,Missing
2016,Zuidoost-Noord-Brabant,Urban,Night (12-6),Single,Single,Private home,Knife or other sharp object/weapon,Other in non-criminal milieu,Other,Solved,Victim,"Yes, principal victim",Male,Female,40to64,Missing,Netherlands,Netherlands,Missing
2014,Arnhem/Nijmegen,Rural,Night (12-6),Single,Single,"Shop, restaurant or other place of entertainment and amusement",Hanging/Strangulation/Suffocation,Partner killing,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Male,Male,40to64,18to24,Missing,Missing,No
2020,Noord-Limburg,Urban,Missing,Single,Multiple,"Street, road, public transportation or other public place",Other,Other in non-criminal milieu,"Ex-Partner(Wife, Husband, Girlfriend, Boyfriend)",Solved,Victim,"Yes, principal victim",Female,Male,25to39,18to24,Netherlands,Netherlands,No
2016,Zuidoost-Noord-Brabant,Urban,Missing,Single,Single,"Park, forest or recreational area",Hanging/Strangulation/Suffocation,Child killing (family and non-family),Missing,Unsolved,Victim,"Yes, principal victim",Male,Male,<=6,25to39,Missing,Netherlands,No
2020,Groot-Rijnmond,Urban,Morning (6-12),Multiple,Multiple,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Criminal milieu,Missing,Solved,Victim,No,Male,Male,25to39,18to24,Missing,Missing,No
2018,Overig Zeeland,Urban,Missing,Single,Multiple,Private home,Missing,Partner killing,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Male,Male,40to64,40to64,Other Europe,Missing,No
2012,Groot-Rijnmond,Rural,Evening (6-12),Single,Single,"Street, road, public transportation or other public place",Firearm,Missing,Other,Solved,Victim,"Yes, principal victim",Female,Male,18to24,18to24,Missing,Missing,No
2013,Veluwe,Urban,Morning (6-12),Single,Single,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Partner killing,Missing,Solved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Missing,Missing,Missing
2013,Groot-Rijnmond,Urban,Evening (6-12),Single,Single,Private home,Firearm,Killing by mentally disturbed person (non-family),Friend or longtime acquaintance,Solved,Victim,"Yes, principal victim",Male,Male,40to64,Missing,Netherlands,Netherlands,No
2020,Zuidoost-Zuid-Holland,Urban,Night (12-6),Single,Single,Missing,Other,Missing,"Ex-Partner(Wife, Husband, Girlfriend, Boyfriend)",Solved,Victim,"Yes, principal victim",Female,Male,40to64,25to39,Missing,Other non-European,Yes
2012,Oost-Zuid-Holland,Urban,Missing,Single,Single,Private home,Knife or other sharp object/weapon,Robbery killing,The perpetrator and victim are slightly known to each other (not friends),Unsolved,Victim,"Yes, principal victim",Male,Male,>=65,40to64,Netherlands,Netherlands,No
2011,Groot-Amsterdam,Urban,Night (12-6),Single,Single,Private home,Firearm,Partner killing,Partner,Solved,Victim,"Yes, principal victim",Female,Male,18to24,18to24,Missing,Missing,No
2019,Overig Groningen,Urban,Afternoon (12-6,Single,Missing,Other,Knife or other sharp object/weapon,Criminal milieu,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Male,Male,7to17,18to24,Other non-European,Missing,Suicide attempt only
2014,West-Noord-Brabant,Urban,Afternoon (12-6,Single,Single,"Street, road, public transportation or other public place",Firearm,Other,Missing,Solved,Victim,"Yes, principal victim",Male,Female,40to64,25to39,Netherlands,Missing,No
2011,Noordoost-Noord-Brabant,Urban,Evening (6-12),Single,Single,Missing,Knife or other sharp object/weapon,Robbery killing,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Male,Missing,>=65,Missing,Netherlands,Missing,No
2012,Veluwe,Urban,Evening (6-12),Single,Single,Missing,Other,Criminal milieu,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,No,Female,Male,7to17,40to64,Missing,Netherlands,No
2014,Zuidoost-Friesland,Urban,Evening (6-12),Single,Single,Private home,"Hitting, kicking or other similar physical violence without weapon,",Criminal milieu,The perpetrator and victim are slightly known to each other (not friends),Unsolved,Victim,"Yes, principal victim",Female,Male,40to64,25to39,Netherlands,Missing,Missing
